State,NameOfFirm,URL,PrimaryContact,Address,Phone,ListOfStaff,Website,Specialities
Wisconsin,"Kettle Moraine Heating & Air Conditioning, LLC",https://remodelingdoneright.nari.org/remodelers/12563355/Details/,William Brink,"Dousman, WI",262-392-9400,William Brink,http://www.kettlemoraineheating.com/,Contractor;Remodeling Contractor;Residential & Commercial Remodel;Heating Air Conditioning Contractor
Wisconsin,"Keyes & Sons Plumbing & Heating, Inc.",https://remodelingdoneright.nari.org/remodelers/12285223/Details/,Glenn Keyes,"Neenah, WI",(920)725-2494,Glenn Keyes,http://www.keyes-plumbing.com/,Contractor
Wisconsin,"Keystone Marble & Granite, Inc.",https://remodelingdoneright.nari.org/remodelers/12528834/Details/,Andy Wiegman,"Milwaukee, WI",(414)263-2100,Andy Wiegman,http://www.gotgranite.org/,Restoration;Remodeling Contractor;Tile Contractor;Contractor;Green Remodeler;Kitchens/Baths;Cabinet Installer;Cabinets - Refacing;Universal Design Remodeler;Countertop Installers
Wisconsin,KJM Plumbing,https://remodelingdoneright.nari.org/remodelers/12693854/Details/,Kurt Mara,"Verona, WI",920-356-1403,Kurt Mara,,Plumbing;Plumbing Contractor
Wisconsin,"Lake Country Concrete Specialists, Inc.",https://remodelingdoneright.nari.org/remodelers/12675807/Details/,Tom Alioto,"Hartland, WI",262-206-2490,Tom Alioto,http://www.lakecountryconcrete.com/,
Wisconsin,"Lake Country Heating & Cooling, Inc.",https://remodelingdoneright.nari.org/remodelers/12586471/Details/,Jim Shuda,"Oconomowoc, WI",262-593-8300,Jim Shuda,http://www.lakecountryhvac.com/,Contractor;Flooring;Heating Air Conditioning Contractor;Remodeling Contractor
Wisconsin,"Lakeside Electric, Inc.",https://remodelingdoneright.nari.org/remodelers/12281747/Details/,Frank Holzman,"Grafton, WI",(262)377-5100,Frank Holzman,,Remodeling Contractor;Contractor;Electrical Services
Wisconsin,"Lakeside Stoneworks, LLC",https://remodelingdoneright.nari.org/remodelers/12282260/Details/,James Swernoff,"Milwaukee, WI",(414)354-6100,James Swernoff,http://www.lakesidestoneworks.com/,Tile Contractor;Countertops;Tile;Countertop Installers;Remodeling Contractor;Contractor
Wisconsin,"Lange MCR Enterprises, LLC",https://remodelingdoneright.nari.org/remodelers/12565089/Details/,Robert Lange,"Menomonee Falls, WI",(262)252-0209,Robert Lange,,Contractor;Restoration;Waterproofing;Remodeling Contractor;Masonry Contractor;Concrete Services
Wisconsin,"Laurie Driscoll Interiors, Inc.",https://remodelingdoneright.nari.org/remodelers/12563980/Details/,Laurie Lodholz,"Fitchburg, WI",(608)277-9767,Laurie Lodholz,http://www.lauriedriscollinteriors.net/,Architectural Design;Business Services/Consulting;Designer/Architect
Wisconsin,"LeafGuard Southeast, LLC",https://remodelingdoneright.nari.org/remodelers/12287405/Details/,Will Fowlkes,"Muskego, WI",414-676-2642,Will Fowlkes,http://www.leafguard.com/,Contractor;Gutters;Remodeling Contractor
Wisconsin,Legacy Exteriors,https://remodelingdoneright.nari.org/remodelers/12584219/Details/,Bobbie Gauwitz,"Madison, WI",608-221-3000,Bobbie Gauwitz; Kayla Gauwitz,http://www.legacy-exteriors.com/,Green Remodeler;Contractor;Siding Contractor;Roofing Contractor;Restoration;Remodeling Contractor
Wisconsin,"Mad City Roofing, Inc.",https://remodelingdoneright.nari.org/remodelers/12616928/Details/,Josh Yager,"New Berlin, WI",608-838-4366,Josh Yager,http://www.madcitywindows.com/,Sunrooms;Bath;Windows/Doors;Siding Contractor;Basement Remodeling;Remodeling Contractor;Roofing Contractor;Contractor
Wisconsin,Mad City Windows & Bath,https://remodelingdoneright.nari.org/remodelers/12538453/Details/,Nathan Richmond,"Madison, WI",608-208-6908,Nathan Richmond,http://www.madcitywindows.com/,Contractor
Wisconsin,Made in The Shade Blinds and Floors,https://remodelingdoneright.nari.org/remodelers/12614833/Details/,Scott Wedl,"Jefferson, WI",920-723-1734,Scott Wedl,http://www.madeintheshadewi.com/,Tile;Remodeling Contractor;Flooring;Window Treatments;Contractor;Wood
Wisconsin,Madison Block & Stone,https://remodelingdoneright.nari.org/remodelers/12597811/Details/,Greg Flanagan,"Madison, WI",608-216-7286,Greg Flanagan,http://www.madisonblockandstone.com/,Remodeling Contractor;Countertop Installers;Contractor;Masonry Contractor
Wisconsin,"Mamayek Heating & Cooling, Inc.",https://remodelingdoneright.nari.org/remodelers/12282263/Details/,Robert Mamayek,"Colgate, WI",(262)250-0713,Robert Mamayek,http://www.mamayekheatcool.com/,Contractor;Remodeling Contractor;Heating Air Conditioning Contractor
Wisconsin,"Martens Plumbing & Heating, Inc.",https://remodelingdoneright.nari.org/remodelers/12532593/Details/,Jeffrey Martens,"Mukwonago, WI",(262)363-7146,Jeffrey Martens,http://www.martensplumbing.com/,Plumbing Contractor;Heating Air Conditioning Contractor;Kitchens/Baths;Remodeling Contractor;Contractor
Wisconsin,"MaxCare Hardwood Flooring, LLC",https://remodelingdoneright.nari.org/remodelers/12290492/Details/,Anthony Glapa,"West Milwaukee, WI",(414)645-2200,Anthony Glapa,http://www.maxcarehardwood.com/,Contractor;Flooring;Remodeling Contractor;Flooring Contractor
Wisconsin,Midwest Gutter Guard,https://remodelingdoneright.nari.org/remodelers/12671493/Details/,Patrick Wells,"Cedarburg, WI",888-273-0648,Patrick Wells,http://www.mwgutterguard.com/,Gutters
Wisconsin,Midwest Home Exteriors,https://remodelingdoneright.nari.org/remodelers/12631893/Details/,James Gregg,"New Berlin, WI",262-853-9791,James Gregg,,Remodeling Contractor;Contractor
Wisconsin,"Midwest Plumbing, LLC",https://remodelingdoneright.nari.org/remodelers/12290614/Details/,Richard Price,"Waukesha, WI",(262)522-7494,Richard Price,http://www.midwest-plumbing.com/,Kitchens/Baths;Contractor;Residential & Commercial Remodel;Plumbing Contractor;Heating Air Conditioning Contractor;Remodeling Contractor
Wisconsin,"Millennium Windows & Sunrooms, LLC",https://remodelingdoneright.nari.org/remodelers/12644111/Details/,Richard Lass,"West Allis, WI",414-777-0977,Richard Lass,http://www.millenniummke.com/,Contractor;Sunrooms;Windows/Doors;Decks & Patios
Wisconsin,"Milwaukee Glass Block, Inc.",https://remodelingdoneright.nari.org/remodelers/88969/Details/,Chris Beckius,"Milwaukee, WI",(414)647-2300,Chris Beckius,http://www.milwaukeeglassblock.net/,Windows/Doors;Contractor;Remodeling Contractor
Wisconsin,"MMG Sales & Service, LLC dba Milwaukee Marble & Granite",https://remodelingdoneright.nari.org/remodelers/12542512/Details/,Barb Casey,"Milwaukee, WI",(414)645-0305,Barb Casey,http://www.milwaukeemarble.com/,Tile;Contractor;Marble & Stone
Wisconsin,"Murphy's Exterior Construction, LLC",https://remodelingdoneright.nari.org/remodelers/12586483/Details/,Shaun Murphy,"Richfield, WI",262-370-6157,Shaun Murphy,http://www.murphysexteriorconstruction.com/,Remodeler;Remodeling Contractor;Contractor
Wisconsin,Natura Clean,https://remodelingdoneright.nari.org/remodelers/12691426/Details/,Kris Koenig,"Middleton, WI",608-215-6737,Kris Koenig,http://www.naturaclean.com/,
Wisconsin,"Neuman Pools, Inc.",https://remodelingdoneright.nari.org/remodelers/12544389/Details/,Chris Neuman,"Beaver Dam, WI",(920)885-3366,Chris Neuman,http://www.neumanpools.com/,Contractor;Remodeling Contractor;Pools;Design/Build;Residential & Commercial Remodel;Specialty Contractor
Wisconsin,"New Berlin Heating & Air Conditioning, Inc.",https://remodelingdoneright.nari.org/remodelers/84825/Details/,Debby Eaton,"New Berlin, WI",(262)784-8889,Debby Eaton,http://www.newberlinheating.com/,Electrical Services;Remodeling Contractor;Heating Air Conditioning Contractor;Contractor
Wisconsin,NorthShore Window Treatments,https://remodelingdoneright.nari.org/remodelers/12686959/Details/,John McGuire,"Mequon, WI",(414) 510-2755,John McGuire,http://www.northshorewindowtreatments.com/,Window Treatments
Wisconsin,"OK Heating & Air Conditioning, Inc.",https://remodelingdoneright.nari.org/remodelers/12542284/Details/,David Kaltenberg,"Verona, WI",(608)845-8494,David Kaltenberg,http://www.okheating.biz/,Remodeling Contractor;Heating Air Conditioning Contractor;Contractor
Wisconsin,"Parkland Electric, Inc.",https://remodelingdoneright.nari.org/remodelers/12620673/Details/,Dennis Dockter CRS,"Waukesha, WI",262-549-4554,Dennis Dockter CRS,http://www.parkland-elect.com/,Contractor;Electrical Services
Wisconsin,Penguin Insulation,https://remodelingdoneright.nari.org/remodelers/12618393/Details/,Barry Cicchese,"Houlton, WI",(651) 439-8822,Barry Cicchese,http://www.truteam.com/penguinhoulton/,Sub-Contractor;Garage Doors;Insulation Contractor;Contractor
Wisconsin,Peridot Design Group,https://remodelingdoneright.nari.org/remodelers/12690474/Details/,Anna Janke,"Muskego, WI",(414) 248-6166,Anna Janke,http://www.peridotdesigngroup.com/,Interior Design
Wisconsin,"Piala's Nursery & Garden Shop, Inc.",https://remodelingdoneright.nari.org/remodelers/12589674/Details/,Quinn Piala,"Waukesha, WI",262-547-2677,Quinn Piala,http://www.pialasnursery.com/,Contractor;Decks & Patios;Outdoor Living/Kitchens;Landscapers;Remodeling Contractor;Specialty Contractor;Masonry Contractor
Wisconsin,"Precision Restoration, Inc.",https://remodelingdoneright.nari.org/remodelers/12280351/Details/,Jeffrey Wesolaski,"Hartford, WI",414-578-3200,Jeffrey Wesolaski,http://www.precisionrestoration.com/,Contractor;Restoration;Remodeling Contractor;Fireplaces/Chimneys;Additions;Residential & Commercial Remodel;Waterproofing;Masonry Contractor
Wisconsin,ProAxis LLC,https://remodelingdoneright.nari.org/remodelers/12692359/Details/,Shane Sparby,"Madison, WI",608-279-7699,Shane Sparby,http://www.proaxisllc.com/,Waterproofing;Masonry Contractor
Wisconsin,"Quality Fireplace Roof & Chimney Service, Inc.",https://remodelingdoneright.nari.org/remodelers/12627306/Details/,Mike Schamens,"Waukesha, WI",262-786-4411,Mike Schamens,http://www.qualityfireplaceinc.com/,Remodeling Contractor;Roofing;Fireplaces/Chimneys;Contractor
Wisconsin,"Quality Heating & Sheet Metal Co., Inc.",https://remodelingdoneright.nari.org/remodelers/12282905/Details/,Gregory Smith,"Brookfield, WI",(262)786-4450,Gregory Smith,http://www.qualityheating.com/,Heating Air Conditioning Contractor;Contractor;Home Performance Diagnostics;Remodeling Contractor
Wisconsin,"Quality Window Specialists, Inc.",https://remodelingdoneright.nari.org/remodelers/83823/Details/,Todd Meehan,"Butler, WI",(262)781-8899,Todd Meehan,http://www.qualitywindowspecialists.com/,Contractor;Windows/Doors;Remodeling Contractor
Wisconsin,R.H. Design Build LLC,https://remodelingdoneright.nari.org/remodelers/12690509/Details/,Dennis Ruedinger,"Oshkosh, WI",920-716-6626,Dennis Ruedinger,http://www.rhdesignbuild.com/,Contractor;Design/Build
Wisconsin,Reimer Roofing,https://remodelingdoneright.nari.org/remodelers/12536050/Details/,Kelly Reimer,"New Berlin, WI",(414)412-7848,Kelly Reimer,http://www.reimerroofing.com/,Roofing Contractor;Siding Contractor;Insulation Contractor;Contractor;Kitchens/Baths;Deck Contractor;Windows/Doors;Remodeling Contractor
Wisconsin,"RHH Foam Systems, Inc.",https://remodelingdoneright.nari.org/remodelers/12551208/Details/,Mark Wojtiuk,"New Berlin, WI",(262)754-8088,Mark Wojtiuk,http://www.rhhfoamsystems.com/,Contractor;Remodeling Contractor;Insulation Contractor;Green Remodeling Consultant;Insulation
Wisconsin,Rivendell DesignWorks LLC,https://remodelingdoneright.nari.org/remodelers/12615148/Details/,Megan Fields,"Madison, WI",(608) 212-3885,Megan Fields,http://www.rivendelldesignworks.com/,Design Firm
Wisconsin,"Riverside Plumbing, LLC",https://remodelingdoneright.nari.org/remodelers/12589666/Details/,Travis Sarinske,"Nashotah, WI",262-367-3000,Travis Sarinske,http://www.riversideplumbingllc.com/,Remodeling Contractor;Plumbing Contractor;Contractor
Wisconsin,"Rob Dehner Exteriors, LLC",https://remodelingdoneright.nari.org/remodelers/12570197/Details/,Robert Dehner,"Cottage Grove, WI",608-239-5148,Robert Dehner,,Roofing Contractor;Remodeling Contractor;Contractor;Siding Contractor
Wisconsin,Rockweiler Insulation Inc.,https://remodelingdoneright.nari.org/remodelers/12567254/Details/,Renee Wilson,"Verona, WI",(608) 845-7625,Renee Wilson,http://www.rockweilerinsulation.com/,Insulation Contractor;Contractor;Remodeling Contractor
Wisconsin,Rozga Plumbing & Heating Corp.,https://remodelingdoneright.nari.org/remodelers/12581235/Details/,Angie Nowack,"West Allis, WI",414-258-9911,Angie Nowack,http://www.rozgacorp.com/,Heating Air Conditioning Contractor;Plumbing Contractor;Remodeling Contractor;Contractor;Air Duct Cleaning;Excavation Services
Wisconsin,"Rudy Uttke & Sons, Inc. Heating & Cooling Contractors",https://remodelingdoneright.nari.org/remodelers/96651/Details/,Tom Uttke,"Milwaukee, WI",(414)483-2159,Tom Uttke,http://www.uttkeheating.com/,Remodeling Contractor;Heating Air Conditioning Contractor;Contractor
Wisconsin,"S&K Pump & Plumbing, Inc.",https://remodelingdoneright.nari.org/remodelers/92959/Details/,Brian Kuhn,"Brookfield, WI",(262)782-7190,Brian Kuhn,http://www.snkpump.com/,Contractor;Kitchens/Baths;Plumbing Contractor;Remodeling Contractor;Water Purification
Wisconsin,"Schmidt Custom Floors, Inc.",https://remodelingdoneright.nari.org/remodelers/12525380/Details/,Tim Schmidt,"Waukesha, WI",(262)547-8763,Tim Schmidt,http://www.schmidtflooring.com/,Contractor;Residential & Commercial Remodel;Remodeling Contractor;Flooring Contractor
Wisconsin,"Schoenwalder Plumbing, Inc.",https://remodelingdoneright.nari.org/remodelers/12287024/Details/,Kory King,"Waukesha, WI",(262)542-7908,Kory King,http://www.schoenwalderplumbing.com/,Cabinet Installer;Remodeling Contractor;Contractor;Plumbing Contractor;Countertop Installers;Kitchens/Baths
Wisconsin,"Schreffler Custom Wood Flooring, Inc.",https://remodelingdoneright.nari.org/remodelers/12284591/Details/,Arvo Mather,"Waunakee, WI",(608)849-7277,Arvo Mather,http://www.schrefflercustomwoodflooring.com/,Contractor;Remodeling Contractor;Flooring Contractor
Wisconsin,"Security Glass Block, Inc.",https://remodelingdoneright.nari.org/remodelers/12280725/Details/,James Coster,"West Allis, WI",(414)453-9110,James Coster,http://www.securityglassblock.com/,Residential & Commercial Remodel;Remodeling Contractor;Contractor;Windows/Doors
Wisconsin,Seegers Brothers Excavating,https://remodelingdoneright.nari.org/remodelers/12585420/Details/,Kenneth Bastien,"Waukesha, WI",262-542-8440,Kenneth Bastien,,Basement Remodeling;Excavation Services
Wisconsin,Seider Heating & Plumbing,https://remodelingdoneright.nari.org/remodelers/92251/Details/,Bryan Seider,"Menomonee Falls, WI",262-436-0505,Bryan Seider,http://www.seider.com/,Remodeling Contractor;Contractor;Plumbing Contractor;Air Duct Cleaning;Electrical Services;Heating Air Conditioning Contractor
Wisconsin,"SemperFi Roofing, Inc.",https://remodelingdoneright.nari.org/remodelers/12600188/Details/,Vito Schwartz,"Mukwonago, WI",262-544-4885,Vito Schwartz,http://www.semperfiroofing.net/,Flooring Contractor;Gutters;Residential & Commercial Remodel;Remodeling Contractor;Contractor;Siding Contractor;Insulation Contractor;Roofing Contractor
Wisconsin,Sergenian's Floor Coverings,https://remodelingdoneright.nari.org/remodelers/121741/Details/,Tom Steidl,"Madison, WI",(608)271-1111,Tom Steidl,http://www.sergenians.com/,Flooring Contractor;Residential & Commercial Remodel;Green Remodeler;Contractor;Remodeling Contractor
Wisconsin,"Siding Unlimited, LLC",https://remodelingdoneright.nari.org/remodelers/12542526/Details/,Eric Brown,"Waukesha, WI",(262)567-4513,Eric Brown,http://www.sidingunlimited.com/,Roofing Contractor;Siding Contractor;Kitchen;Gutters;Windows/Doors;Additions;Remodeling Contractor;Contractor
Wisconsin,"Simons Electrical Systems, Inc.",https://remodelingdoneright.nari.org/remodelers/12551212/Details/,John Simons,"Waukesha, WI",(262)542-2720,John Simons,http://www.simonselectric.com/,Heating Air Conditioning Contractor;Electrical Services;Security;Remodeling Contractor;Contractor
Wisconsin,"Sockett Siding and Windows, LLC",https://remodelingdoneright.nari.org/remodelers/12598079/Details/,Robert Sockett,"Milwaukee, WI",414-421-7246,Robert Sockett,http://sockettsiding.com/,Gutters;Contractor;Windows/Doors;Remodeling Contractor;Siding Contractor
Wisconsin,"Spring City Electric, division of Pieper Electric",https://remodelingdoneright.nari.org/remodelers/116164/Details/,Mark Bellows,"New Berlin, WI",(262)549-9474,Mark Bellows,http://www.springcityelectric.com/,Contractor;Phone/Phone Services;Electrical Services;Remodeling Contractor;Residential & Commercial Remodel
Wisconsin,"Statz Painting & Decorating, Inc.",https://remodelingdoneright.nari.org/remodelers/12570195/Details/,Larry Statz,"Dane, WI",608-850-3609,Larry Statz,http://www.statzpainting.com/,Painting;Residential & Commercial Remodel;Remodeling Contractor;Contractor
Wisconsin,Summit Granite Stone & Cabinet Design,https://remodelingdoneright.nari.org/remodelers/12620684/Details/,Jenny Jiang,"Milwaukee, WI",414-755-8898,Jenny Jiang,http://www.summitgraniteusa.com/,Countertop Installers;Remodeling Contractor;Marble & Stone;Countertops;Wholesaler;Contractor
Wisconsin,"Superior Siding & Windows, Inc.",https://remodelingdoneright.nari.org/remodelers/12289843/Details/,Randy Eldien,"West Allis, WI",(414)475-6505,Randy Eldien,,Fireplaces/Chimneys;Roofing Contractor;Windows/Doors;Masonry Contractor;Electrical Services;Gutters;Contractor;Siding Contractor;Remodeling Contractor;Deck Contractor
Wisconsin,"Swimming Pool Services, Inc.",https://remodelingdoneright.nari.org/remodelers/84124/Details/,David Thompson,"Waukesha, WI",(262)544-5500,David Thompson,http://www.swimmingpoolservices.com/,Pools;Contractor;Remodeling Contractor;Specialty Contractor;Landscapers
